year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
1991,29,porn.law,3,GSS,props.i,0.637254902,-0.3,0.09,-0.027,1,0
1993,29,porn.law,3,GSS,props.i,0.67,-0.1,0.01,-0.001,1,0
1994,29,porn.law,3,GSS,props.i,0.661375661,0,0,0,1,0
1996,29,porn.law,3,GSS,props.i,0.649425287,0.2,0.04,0.008,1,0
1998,29,porn.law,3,GSS,props.i,0.56424581,0.4,0.16,0.064,1,0
2000,29,porn.law,3,GSS,props.i,0.642045455,0.6,0.36,0.216,1,0
2002,29,porn.law,3,GSS,props.i,0.597222222,0.8,0.64,0.512,1,0
2004,29,porn.law,3,GSS,props.i,0.640827201,1,1,1,1,0
2006,29,porn.law,3,GSS,props.i,0.582530041,1.2,1.44,1.728,1,0
2008,29,porn.law,3,GSS,props.i,0.612235764,1.4,1.96,2.744,1,0
2010,29,porn.law,3,GSS,props.i,0.693349041,1.6,2.56,4.096,1,0
2012,29,porn.law,3,GSS,props.i,0.622878137,1.8,3.24,5.832,1,0
2014,29,porn.law,3,GSS,props.i,0.706127022,2,4,8,1,0
2016,29,porn.law,3,GSS,props.i,0.676085812,2.2,4.84,10.648,1,0
1973,29,porn.law,3,GSS,props.r,0.502538071,-2.1,4.41,-9.261,0,0
1975,29,porn.law,3,GSS,props.r,0.446428571,-1.9,3.61,-6.859,0,0
1976,29,porn.law,3,GSS,props.r,0.543973941,-1.8,3.24,-5.832,0,0
1978,29,porn.law,3,GSS,props.r,0.472677596,-1.6,2.56,-4.096,0,0
1980,29,porn.law,3,GSS,props.r,0.513432836,-1.4,1.96,-2.744,0,0
1983,29,porn.law,3,GSS,props.r,0.55036855,-1.1,1.21,-1.331,0,0
1984,29,porn.law,3,GSS,props.r,0.564766839,-1,1,-1,0,0
1986,29,porn.law,3,GSS,props.r,0.529562982,-0.8,0.64,-0.512,0,0
1987,29,porn.law,3,GSS,props.r,0.560747664,-0.7,0.49,-0.343,0,0
1988,29,porn.law,3,GSS,props.r,0.531034483,-0.6,0.36,-0.216,0,0
1989,29,porn.law,3,GSS,props.r,0.577380952,-0.5,0.25,-0.125,0,0
1990,29,porn.law,3,GSS,props.r,0.564912281,-0.4,0.16,-0.064,0,0
1991,29,porn.law,3,GSS,props.r,0.570996979,-0.3,0.09,-0.027,0,0
1993,29,porn.law,3,GSS,props.r,0.496835443,-0.1,0.01,-0.001,0,0
1994,29,porn.law,3,GSS,props.r,0.573770492,0,0,0,0,0
1996,29,porn.law,3,GSS,props.r,0.570127505,0.2,0.04,0.008,0,0
1998,29,porn.law,3,GSS,props.r,0.581308411,0.4,0.16,0.064,0,0
2000,29,porn.law,3,GSS,props.r,0.593385214,0.6,0.36,0.216,0,0
2002,29,porn.law,3,GSS,props.r,0.533613445,0.8,0.64,0.512,0,0
2004,29,porn.law,3,GSS,props.r,0.573950525,1,1,1,0,0
2006,29,porn.law,3,GSS,props.r,0.546854362,1.2,1.44,1.728,0,0
2008,29,porn.law,3,GSS,props.r,0.591688117,1.4,1.96,2.744,0,0
2010,29,porn.law,3,GSS,props.r,0.59952738,1.6,2.56,4.096,0,0
2012,29,porn.law,3,GSS,props.r,0.578555038,1.8,3.24,5.832,0,0
2014,29,porn.law,3,GSS,props.r,0.584565668,2,4,8,0,0
2016,29,porn.law,3,GSS,props.r,0.613494696,2.2,4.84,10.648,0,0
1974,30,bib.prayer.schools,3,GSS,props.d,0.308823529,-2,4,-8,0,1
1975,30,bib.prayer.schools,3,GSS,props.d,0.397297297,-1.9,3.61,-6.859,0,1
1977,30,bib.prayer.schools,3,GSS,props.d,0.389696169,-1.7,2.89,-4.913,0,1
1982,30,bib.prayer.schools,3,GSS,props.d,0.388646288,-1.2,1.44,-1.728,0,1
1983,30,bib.prayer.schools,3,GSS,props.d,0.408788282,-1.1,1.21,-1.331,0,1
1985,30,bib.prayer.schools,3,GSS,props.d,0.460567823,-0.9,0.81,-0.729,0,1
1986,30,bib.prayer.schools,3,GSS,props.d,0.422839506,-0.8,0.64,-0.512,0,1
1988,30,bib.prayer.schools,3,GSS,props.d,0.399092971,-0.6,0.36,-0.216,0,1
1989,30,bib.prayer.schools,3,GSS,props.d,0.443396226,-0.5,0.25,-0.125,0,1
1990,30,bib.prayer.schools,3,GSS,props.d,0.430051813,-0.4,0.16,-0.064,0,1
1991,30,bib.prayer.schools,3,GSS,props.d,0.431279621,-0.3,0.09,-0.027,0,1
1993,30,bib.prayer.schools,3,GSS,props.d,0.455377574,-0.1,0.01,-0.001,0,1
1994,30,bib.prayer.schools,3,GSS,props.d,0.421911422,0,0,0,0,1
1996,30,bib.prayer.schools,3,GSS,props.d,0.454648526,0.2,0.04,0.008,0,1
1998,30,bib.prayer.schools,3,GSS,props.d,0.48390677,0.4,0.16,0.064,0,1
2000,30,bib.prayer.schools,3,GSS,props.d,0.423333333,0.6,0.36,0.216,0,1
2002,30,bib.prayer.schools,3,GSS,props.d,0.426150121,0.8,0.64,0.512,0,1
2004,30,bib.prayer.schools,3,GSS,props.d,0.396894492,1,1,1,0,1
2006,30,bib.prayer.schools,3,GSS,props.d,0.470686108,1.2,1.44,1.728,0,1
2008,30,bib.prayer.schools,3,GSS,props.d,0.465503934,1.4,1.96,2.744,0,1
2010,30,bib.prayer.schools,3,GSS,props.d,0.472000322,1.6,2.56,4.096,0,1
2012,30,bib.prayer.schools,3,GSS,props.d,0.456608432,1.8,3.24,5.832,0,1
2014,30,bib.prayer.schools,3,GSS,props.d,0.461859523,2,4,8,0,1
2016,30,bib.prayer.schools,3,GSS,props.d,0.483404475,2.2,4.84,10.648,0,1
1974,30,bib.prayer.schools,3,GSS,props.i,0.458333333,-2,4,-8,1,0
1975,30,bib.prayer.schools,3,GSS,props.i,0.398305085,-1.9,3.61,-6.859,1,0
1977,30,bib.prayer.schools,3,GSS,props.i,0.364341085,-1.7,2.89,-4.913,1,0
1982,30,bib.prayer.schools,3,GSS,props.i,0.397350993,-1.2,1.44,-1.728,1,0
1983,30,bib.prayer.schools,3,GSS,props.i,0.460431655,-1.1,1.21,-1.331,1,0
1985,30,bib.prayer.schools,3,GSS,props.i,0.46,-0.9,0.81,-0.729,1,0
1986,30,bib.prayer.schools,3,GSS,props.i,0.379746835,-0.8,0.64,-0.512,1,0
1988,30,bib.prayer.schools,3,GSS,props.i,0.438202247,-0.6,0.36,-0.216,1,0
1989,30,bib.prayer.schools,3,GSS,props.i,0.405405405,-0.5,0.25,-0.125,1,0
1990,30,bib.prayer.schools,3,GSS,props.i,0.488636364,-0.4,0.16,-0.064,1,0
1991,30,bib.prayer.schools,3,GSS,props.i,0.396551724,-0.3,0.09,-0.027,1,0
1993,30,bib.prayer.schools,3,GSS,props.i,0.422018349,-0.1,0.01,-0.001,1,0
1994,30,bib.prayer.schools,3,GSS,props.i,0.394444444,0,0,0,1,0
1996,30,bib.prayer.schools,3,GSS,props.i,0.407407407,0.2,0.04,0.008,1,0
1998,30,bib.prayer.schools,3,GSS,props.i,0.429530201,0.4,0.16,0.064,1,0
2000,30,bib.prayer.schools,3,GSS,props.i,0.396341463,0.6,0.36,0.216,1,0
2002,30,bib.prayer.schools,3,GSS,props.i,0.48,0.8,0.64,0.512,1,0
2004,30,bib.prayer.schools,3,GSS,props.i,0.405405405,1,1,1,1,0
2006,30,bib.prayer.schools,3,GSS,props.i,0.462739478,1.2,1.44,1.728,1,0
2008,30,bib.prayer.schools,3,GSS,props.i,0.425740024,1.4,1.96,2.744,1,0
2010,30,bib.prayer.schools,3,GSS,props.i,0.407187863,1.6,2.56,4.096,1,0
2012,30,bib.prayer.schools,3,GSS,props.i,0.278131386,1.8,3.24,5.832,1,0
2014,30,bib.prayer.schools,3,GSS,props.i,0.412029684,2,4,8,1,0
2016,30,bib.prayer.schools,3,GSS,props.i,0.385009156,2.2,4.84,10.648,1,0
1974,30,bib.prayer.schools,3,GSS,props.r,0.291079812,-2,4,-8,0,0
1975,30,bib.prayer.schools,3,GSS,props.r,0.334328358,-1.9,3.61,-6.859,0,0
1977,30,bib.prayer.schools,3,GSS,props.r,0.291411043,-1.7,2.89,-4.913,0,0
1982,30,bib.prayer.schools,3,GSS,props.r,0.369318182,-1.2,1.44,-1.728,0,0
1983,30,bib.prayer.schools,3,GSS,props.r,0.400497512,-1.1,1.21,-1.331,0,0
1985,30,bib.prayer.schools,3,GSS,props.r,0.434782609,-0.9,0.81,-0.729,0,0
1986,30,bib.prayer.schools,3,GSS,props.r,0.376344086,-0.8,0.64,-0.512,0,0
1988,30,bib.prayer.schools,3,GSS,props.r,0.356060606,-0.6,0.36,-0.216,0,0
1989,30,bib.prayer.schools,3,GSS,props.r,0.404191617,-0.5,0.25,-0.125,0,0
1990,30,bib.prayer.schools,3,GSS,props.r,0.37630662,-0.4,0.16,-0.064,0,0
1991,30,bib.prayer.schools,3,GSS,props.r,0.38590604,-0.3,0.09,-0.027,0,0
1993,30,bib.prayer.schools,3,GSS,props.r,0.37993921,-0.1,0.01,-0.001,0,0
1994,30,bib.prayer.schools,3,GSS,props.r,0.362318841,0,0,0,0,0
1996,30,bib.prayer.schools,3,GSS,props.r,0.347122302,0.2,0.04,0.008,0,0
1998,30,bib.prayer.schools,3,GSS,props.r,0.377823409,0.4,0.16,0.064,0,0
2000,30,bib.prayer.schools,3,GSS,props.r,0.326576577,0.6,0.36,0.216,0,0
2002,30,bib.prayer.schools,3,GSS,props.r,0.336099585,0.8,0.64,0.512,0,0
2004,30,bib.prayer.schools,3,GSS,props.r,0.311232838,1,1,1,0,0
2006,30,bib.prayer.schools,3,GSS,props.r,0.404037695,1.2,1.44,1.728,0,0
2008,30,bib.prayer.schools,3,GSS,props.r,0.387980388,1.4,1.96,2.744,0,0
2010,30,bib.prayer.schools,3,GSS,props.r,0.377888809,1.6,2.56,4.096,0,0
2012,30,bib.prayer.schools,3,GSS,props.r,0.351799048,1.8,3.24,5.832,0,0
2014,30,bib.prayer.schools,3,GSS,props.r,0.328967307,2,4,8,0,0
2016,30,bib.prayer.schools,3,GSS,props.r,0.315504127,2.2,4.84,10.648,0,0
1972,31,premarital.sex,3,GSS,props.d,0.547091413,-2.2,4.84,-10.648,0,1
1974,31,premarital.sex,3,GSS,props.d,0.603719599,-2,4,-8,0,1
1975,31,premarital.sex,3,GSS,props.d,0.611111111,-1.9,3.61,-6.859,0,1
1977,31,premarital.sex,3,GSS,props.d,0.636849132,-1.7,2.89,-4.913,0,1
1978,31,premarital.sex,3,GSS,props.d,0.657395702,-1.6,2.56,-4.096,0,1
1982,31,premarital.sex,3,GSS,props.d,0.665584416,-1.2,1.44,-1.728,0,1
1983,31,premarital.sex,3,GSS,props.d,0.671410091,-1.1,1.21,-1.331,0,1
1985,31,premarital.sex,3,GSS,props.d,0.654147105,-0.9,0.81,-0.729,0,1
1986,31,premarital.sex,3,GSS,props.d,0.697852761,-0.8,0.64,-0.512,0,1
1988,31,premarital.sex,3,GSS,props.d,0.693512304,-0.6,0.36,-0.216,0,1
1989,31,premarital.sex,3,GSS,props.d,0.703087886,-0.5,0.25,-0.125,0,1
1990,31,premarital.sex,3,GSS,props.d,0.684615385,-0.4,0.16,-0.064,0,1
1991,31,premarital.sex,3,GSS,props.d,0.663484487,-0.3,0.09,-0.027,0,1
1993,31,premarital.sex,3,GSS,props.d,0.662222222,-0.1,0.01,-0.001,0,1
1994,31,premarital.sex,3,GSS,props.d,0.680045872,0,0,0,0,1
1996,31,premarital.sex,3,GSS,props.d,0.707674944,0.2,0.04,0.008,0,1
1998,31,premarital.sex,3,GSS,props.d,0.683751363,0.4,0.16,0.064,0,1
2000,31,premarital.sex,3,GSS,props.d,0.688792165,0.6,0.36,0.216,0,1
2002,31,premarital.sex,3,GSS,props.d,0.708235294,0.8,0.64,0.512,0,1
2004,31,premarital.sex,3,GSS,props.d,0.662438573,1,1,1,0,1
2006,31,premarital.sex,3,GSS,props.d,0.723832511,1.2,1.44,1.728,0,1
2008,31,premarital.sex,3,GSS,props.d,0.770827474,1.4,1.96,2.744,0,1
2010,31,premarital.sex,3,GSS,props.d,0.764415898,1.6,2.56,4.096,0,1
2012,31,premarital.sex,3,GSS,props.d,0.794738832,1.8,3.24,5.832,0,1
2014,31,premarital.sex,3,GSS,props.d,0.80524754,2,4,8,0,1
2016,31,premarital.sex,3,GSS,props.d,0.781959274,2.2,4.84,10.648,0,1
1972,31,premarital.sex,3,GSS,props.i,0.6,-2.2,4.84,-10.648,1,0
1974,31,premarital.sex,3,GSS,props.i,0.617647059,-2,4,-8,1,0
1975,31,premarital.sex,3,GSS,props.i,0.643478261,-1.9,3.61,-6.859,1,0
1977,31,premarital.sex,3,GSS,props.i,0.609375,-1.7,2.89,-4.913,1,0
1978,31,premarital.sex,3,GSS,props.i,0.553030303,-1.6,2.56,-4.096,1,0
1982,31,premarital.sex,3,GSS,props.i,0.682758621,-1.2,1.44,-1.728,1,0
1983,31,premarital.sex,3,GSS,props.i,0.605839416,-1.1,1.21,-1.331,1,0
1985,31,premarital.sex,3,GSS,props.i,0.631578947,-0.9,0.81,-0.729,1,0
1986,31,premarital.sex,3,GSS,props.i,0.673469388,-0.8,0.64,-0.512,1,0
1988,31,premarital.sex,3,GSS,props.i,0.655172414,-0.6,0.36,-0.216,1,0
1989,31,premarital.sex,3,GSS,props.i,0.643835616,-0.5,0.25,-0.125,1,0
1990,31,premarital.sex,3,GSS,props.i,0.727272727,-0.4,0.16,-0.064,1,0
1991,31,premarital.sex,3,GSS,props.i,0.682926829,-0.3,0.09,-0.027,1,0
1993,31,premarital.sex,3,GSS,props.i,0.585585586,-0.1,0.01,-0.001,1,0
1994,31,premarital.sex,3,GSS,props.i,0.661111111,0,0,0,1,0
1996,31,premarital.sex,3,GSS,props.i,0.696969697,0.2,0.04,0.008,1,0
1998,31,premarital.sex,3,GSS,props.i,0.67114094,0.4,0.16,0.064,1,0
2000,31,premarital.sex,3,GSS,props.i,0.660606061,0.6,0.36,0.216,1,0
2002,31,premarital.sex,3,GSS,props.i,0.597560976,0.8,0.64,0.512,1,0
2004,31,premarital.sex,3,GSS,props.i,0.711359878,1,1,1,1,0
2006,31,premarital.sex,3,GSS,props.i,0.633516598,1.2,1.44,1.728,1,0
2008,31,premarital.sex,3,GSS,props.i,0.629223776,1.4,1.96,2.744,1,0
2010,31,premarital.sex,3,GSS,props.i,0.758996876,1.6,2.56,4.096,1,0
2012,31,premarital.sex,3,GSS,props.i,0.674531649,1.8,3.24,5.832,1,0
2014,31,premarital.sex,3,GSS,props.i,0.724000659,2,4,8,1,0
2016,31,premarital.sex,3,GSS,props.i,0.810252858,2.2,4.84,10.648,1,0
1972,31,premarital.sex,3,GSS,props.r,0.451371571,-2.2,4.84,-10.648,0,0
1974,31,premarital.sex,3,GSS,props.r,0.444444444,-2,4,-8,0,0
1975,31,premarital.sex,3,GSS,props.r,0.436923077,-1.9,3.61,-6.859,0,0
1977,31,premarital.sex,3,GSS,props.r,0.542424242,-1.7,2.89,-4.913,0,0
1978,31,premarital.sex,3,GSS,props.r,0.51810585,-1.6,2.56,-4.096,0,0
1982,31,premarital.sex,3,GSS,props.r,0.553008596,-1.2,1.44,-1.728,0,0
1983,31,premarital.sex,3,GSS,props.r,0.573529412,-1.1,1.21,-1.331,0,0
1985,31,premarital.sex,3,GSS,props.r,0.624454148,-0.9,0.81,-0.729,0,0
1986,31,premarital.sex,3,GSS,props.r,0.5546875,-0.8,0.64,-0.512,0,0
1988,31,premarital.sex,3,GSS,props.r,0.559259259,-0.6,0.36,-0.216,0,0
1989,31,premarital.sex,3,GSS,props.r,0.560830861,-0.5,0.25,-0.125,0,0
1990,31,premarital.sex,3,GSS,props.r,0.567010309,-0.4,0.16,-0.064,0,0
1991,31,premarital.sex,3,GSS,props.r,0.577557756,-0.3,0.09,-0.027,0,0
1993,31,premarital.sex,3,GSS,props.r,0.604863222,-0.1,0.01,-0.001,0,0
1994,31,premarital.sex,3,GSS,props.r,0.576785714,0,0,0,0,0
1996,31,premarital.sex,3,GSS,props.r,0.575221239,0.2,0.04,0.008,0,0
1998,31,premarital.sex,3,GSS,props.r,0.561866126,0.4,0.16,0.064,0,0
2000,31,premarital.sex,3,GSS,props.r,0.51826484,0.6,0.36,0.216,0,0
2002,31,premarital.sex,3,GSS,props.r,0.534979424,0.8,0.64,0.512,0,0
2004,31,premarital.sex,3,GSS,props.r,0.569395272,1,1,1,0,0
2006,31,premarital.sex,3,GSS,props.r,0.560410341,1.2,1.44,1.728,0,0
2008,31,premarital.sex,3,GSS,props.r,0.593540872,1.4,1.96,2.744,0,0
2010,31,premarital.sex,3,GSS,props.r,0.598164537,1.6,2.56,4.096,0,0
2012,31,premarital.sex,3,GSS,props.r,0.598149941,1.8,3.24,5.832,0,0
2014,31,premarital.sex,3,GSS,props.r,0.648325475,2,4,8,0,0
2016,31,premarital.sex,3,GSS,props.r,0.612184362,2.2,4.84,10.648,0,0
1974,32,sex.educ.schools,3,GSS,props.d,0.87,-2,4,-8,0,1
1975,32,sex.educ.schools,3,GSS,props.d,0.83265857,-1.9,3.61,-6.859,0,1
1977,32,sex.educ.schools,3,GSS,props.d,0.79602649,-1.7,2.89,-4.913,0,1
1982,32,sex.educ.schools,3,GSS,props.d,0.866883117,-1.2,1.44,-1.728,0,1
1983,32,sex.educ.schools,3,GSS,props.d,0.868766404,-1.1,1.21,-1.331,0,1
1985,32,sex.educ.schools,3,GSS,props.d,0.859872611,-0.9,0.81,-0.729,0,1
1986,32,sex.educ.schools,3,GSS,props.d,0.863636364,-0.8,0.64,-0.512,0,1
1988,32,sex.educ.schools,3,GSS,props.d,0.892134831,-0.6,0.36,-0.216,0,1
1989,32,sex.educ.schools,3,GSS,props.d,0.879716981,-0.5,0.25,-0.125,0,1
1990,32,sex.educ.schools,3,GSS,props.d,0.901265823,-0.4,0.16,-0.064,0,1
1991,32,sex.educ.schools,3,GSS,props.d,0.894736842,-0.3,0.09,-0.027,0,1
1993,32,sex.educ.schools,3,GSS,props.d,0.871111111,-0.1,0.01,-0.001,0,1
1994,32,sex.educ.schools,3,GSS,props.d,0.89479638,0,0,0,0,1
1996,32,sex.educ.schools,3,GSS,props.d,0.90470852,0.2,0.04,0.008,0,1
1998,32,sex.educ.schools,3,GSS,props.d,0.895361381,0.4,0.16,0.064,0,1
2000,32,sex.educ.schools,3,GSS,props.d,0.898395722,0.6,0.36,0.216,0,1
2002,32,sex.educ.schools,3,GSS,props.d,0.920930233,0.8,0.64,0.512,0,1
2004,32,sex.educ.schools,3,GSS,props.d,0.92135005,1,1,1,0,1
2006,32,sex.educ.schools,3,GSS,props.d,0.926065493,1.2,1.44,1.728,0,1
2008,32,sex.educ.schools,3,GSS,props.d,0.936930697,1.4,1.96,2.744,0,1
2010,32,sex.educ.schools,3,GSS,props.d,0.912460643,1.6,2.56,4.096,0,1
2012,32,sex.educ.schools,3,GSS,props.d,0.924769868,1.8,3.24,5.832,0,1
2014,32,sex.educ.schools,3,GSS,props.d,0.948453897,2,4,8,0,1
2016,32,sex.educ.schools,3,GSS,props.d,0.944939519,2.2,4.84,10.648,0,1
1974,32,sex.educ.schools,3,GSS,props.i,0.86407767,-2,4,-8,1,0
1975,32,sex.educ.schools,3,GSS,props.i,0.87394958,-1.9,3.61,-6.859,1,0
1977,32,sex.educ.schools,3,GSS,props.i,0.803149606,-1.7,2.89,-4.913,1,0
1982,32,sex.educ.schools,3,GSS,props.i,0.891891892,-1.2,1.44,-1.728,1,0
1983,32,sex.educ.schools,3,GSS,props.i,0.914285714,-1.1,1.21,-1.331,1,0
1985,32,sex.educ.schools,3,GSS,props.i,0.883870968,-0.9,0.81,-0.729,1,0
1986,32,sex.educ.schools,3,GSS,props.i,0.856164384,-0.8,0.64,-0.512,1,0
1988,32,sex.educ.schools,3,GSS,props.i,0.923076923,-0.6,0.36,-0.216,1,0
1989,32,sex.educ.schools,3,GSS,props.i,0.868421053,-0.5,0.25,-0.125,1,0
1990,32,sex.educ.schools,3,GSS,props.i,0.898876404,-0.4,0.16,-0.064,1,0
1991,32,sex.educ.schools,3,GSS,props.i,0.867768595,-0.3,0.09,-0.027,1,0
1993,32,sex.educ.schools,3,GSS,props.i,0.849056604,-0.1,0.01,-0.001,1,0
1994,32,sex.educ.schools,3,GSS,props.i,0.875,0,0,0,1,0
1996,32,sex.educ.schools,3,GSS,props.i,0.848484848,0.2,0.04,0.008,1,0
1998,32,sex.educ.schools,3,GSS,props.i,0.861111111,0.4,0.16,0.064,1,0
2000,32,sex.educ.schools,3,GSS,props.i,0.903614458,0.6,0.36,0.216,1,0
2002,32,sex.educ.schools,3,GSS,props.i,0.898734177,0.8,0.64,0.512,1,0
2004,32,sex.educ.schools,3,GSS,props.i,0.887875801,1,1,1,1,0
2006,32,sex.educ.schools,3,GSS,props.i,0.821788502,1.2,1.44,1.728,1,0
2008,32,sex.educ.schools,3,GSS,props.i,0.949146169,1.4,1.96,2.744,1,0
2010,32,sex.educ.schools,3,GSS,props.i,0.929444029,1.6,2.56,4.096,1,0
2012,32,sex.educ.schools,3,GSS,props.i,0.927422895,1.8,3.24,5.832,1,0
2014,32,sex.educ.schools,3,GSS,props.i,0.809983042,2,4,8,1,0
2016,32,sex.educ.schools,3,GSS,props.i,0.871232201,2.2,4.84,10.648,1,0
1974,32,sex.educ.schools,3,GSS,props.r,0.750684932,-2,4,-8,0,0
1975,32,sex.educ.schools,3,GSS,props.r,0.686335404,-1.9,3.61,-6.859,0,0
1977,32,sex.educ.schools,3,GSS,props.r,0.782477341,-1.7,2.89,-4.913,0,0
1982,32,sex.educ.schools,3,GSS,props.r,0.814814815,-1.2,1.44,-1.728,0,0
1983,32,sex.educ.schools,3,GSS,props.r,0.842751843,-1.1,1.21,-1.331,0,0
1985,32,sex.educ.schools,3,GSS,props.r,0.814655172,-0.9,0.81,-0.729,0,0
1986,32,sex.educ.schools,3,GSS,props.r,0.827586207,-0.8,0.64,-0.512,0,0
1988,32,sex.educ.schools,3,GSS,props.r,0.828358209,-0.6,0.36,-0.216,0,0
1989,32,sex.educ.schools,3,GSS,props.r,0.858858859,-0.5,0.25,-0.125,0,0
1990,32,sex.educ.schools,3,GSS,props.r,0.897260274,-0.4,0.16,-0.064,0,0
1991,32,sex.educ.schools,3,GSS,props.r,0.857615894,-0.3,0.09,-0.027,0,0
1993,32,sex.educ.schools,3,GSS,props.r,0.803625378,-0.1,0.01,-0.001,0,0
1994,32,sex.educ.schools,3,GSS,props.r,0.855072464,0,0,0,0,0
1996,32,sex.educ.schools,3,GSS,props.r,0.816433566,0.2,0.04,0.008,0,0
1998,32,sex.educ.schools,3,GSS,props.r,0.816733068,0.4,0.16,0.064,0,0
2000,32,sex.educ.schools,3,GSS,props.r,0.786666667,0.6,0.36,0.216,0,0
2002,32,sex.educ.schools,3,GSS,props.r,0.823045267,0.8,0.64,0.512,0,0
2004,32,sex.educ.schools,3,GSS,props.r,0.842813412,1,1,1,0,0
2006,32,sex.educ.schools,3,GSS,props.r,0.828247338,1.2,1.44,1.728,0,0
2008,32,sex.educ.schools,3,GSS,props.r,0.881316416,1.4,1.96,2.744,0,0
2010,32,sex.educ.schools,3,GSS,props.r,0.832165418,1.6,2.56,4.096,0,0
2012,32,sex.educ.schools,3,GSS,props.r,0.853881837,1.8,3.24,5.832,0,0
2014,32,sex.educ.schools,3,GSS,props.r,0.818544546,2,4,8,0,0
2016,32,sex.educ.schools,3,GSS,props.r,0.887488134,2.2,4.84,10.648,0,0
1986,33,spanking,3,GSS,props.d,0.14962963,-0.8,0.64,-0.512,0,1
1988,33,spanking,3,GSS,props.d,0.215686275,-0.6,0.36,-0.216,0,1
1989,33,spanking,3,GSS,props.d,0.25,-0.5,0.25,-0.125,0,1
1990,33,spanking,3,GSS,props.d,0.209359606,-0.4,0.16,-0.064,0,1
1991,33,spanking,3,GSS,props.d,0.278037383,-0.3,0.09,-0.027,0,1
1993,33,spanking,3,GSS,props.d,0.264317181,-0.1,0.01,-0.001,0,1
1994,33,spanking,3,GSS,props.d,0.268456376,0,0,0,0,1
1996,33,spanking,3,GSS,props.d,0.297658863,0.2,0.04,0.008,0,1
1998,33,spanking,3,GSS,props.d,0.266240682,0.4,0.16,0.064,0,1
2000,33,spanking,3,GSS,props.d,0.257415254,0.6,0.36,0.216,0,1
2002,33,spanking,3,GSS,props.d,0.291666667,0.8,0.64,0.512,0,1
2004,33,spanking,3,GSS,props.d,0.285878682,1,1,1,0,1
2006,33,spanking,3,GSS,props.d,0.305839393,1.2,1.44,1.728,0,1
2008,33,spanking,3,GSS,props.d,0.315938218,1.4,1.96,2.744,0,1
2010,33,spanking,3,GSS,props.d,0.375344449,1.6,2.56,4.096,0,1
2012,33,spanking,3,GSS,props.d,0.353480736,1.8,3.24,5.832,0,1
2014,33,spanking,3,GSS,props.d,0.343574173,2,4,8,0,1
2016,33,spanking,3,GSS,props.d,0.347610196,2.2,4.84,10.648,0,1
1986,33,spanking,3,GSS,props.i,0.16,-0.8,0.64,-0.512,1,0
1988,33,spanking,3,GSS,props.i,0.21978022,-0.6,0.36,-0.216,1,0
1989,33,spanking,3,GSS,props.i,0.197368421,-0.5,0.25,-0.125,1,0
1990,33,spanking,3,GSS,props.i,0.206896552,-0.4,0.16,-0.064,1,0
1991,33,spanking,3,GSS,props.i,0.25,-0.3,0.09,-0.027,1,0
1993,33,spanking,3,GSS,props.i,0.201834862,-0.1,0.01,-0.001,1,0
1994,33,spanking,3,GSS,props.i,0.240437158,0,0,0,1,0
1996,33,spanking,3,GSS,props.i,0.277108434,0.2,0.04,0.008,1,0
1998,33,spanking,3,GSS,props.i,0.280821918,0.4,0.16,0.064,1,0
2000,33,spanking,3,GSS,props.i,0.278106509,0.6,0.36,0.216,1,0
2002,33,spanking,3,GSS,props.i,0.296296296,0.8,0.64,0.512,1,0
2004,33,spanking,3,GSS,props.i,0.425337714,1,1,1,1,0
2006,33,spanking,3,GSS,props.i,0.363071828,1.2,1.44,1.728,1,0
2008,33,spanking,3,GSS,props.i,0.163505779,1.4,1.96,2.744,1,0
2010,33,spanking,3,GSS,props.i,0.231513501,1.6,2.56,4.096,1,0
2012,33,spanking,3,GSS,props.i,0.215104898,1.8,3.24,5.832,1,0
2014,33,spanking,3,GSS,props.i,0.220443489,2,4,8,1,0
2016,33,spanking,3,GSS,props.i,0.248923353,2.2,4.84,10.648,1,0
1986,33,spanking,3,GSS,props.r,0.180412371,-0.8,0.64,-0.512,0,0
1988,33,spanking,3,GSS,props.r,0.212454212,-0.6,0.36,-0.216,0,0
1989,33,spanking,3,GSS,props.r,0.194117647,-0.5,0.25,-0.125,0,0
1990,33,spanking,3,GSS,props.r,0.216216216,-0.4,0.16,-0.064,0,0
1991,33,spanking,3,GSS,props.r,0.242622951,-0.3,0.09,-0.027,0,0
1993,33,spanking,3,GSS,props.r,0.241887906,-0.1,0.01,-0.001,0,0
1994,33,spanking,3,GSS,props.r,0.266784452,0,0,0,0,0
1996,33,spanking,3,GSS,props.r,0.245644599,0.2,0.04,0.008,0,0
1998,33,spanking,3,GSS,props.r,0.212,0.4,0.16,0.064,0,0
2000,33,spanking,3,GSS,props.r,0.237777778,0.6,0.36,0.216,0,0
2002,33,spanking,3,GSS,props.r,0.174796748,0.8,0.64,0.512,0,0
2004,33,spanking,3,GSS,props.r,0.243692459,1,1,1,0,0
2006,33,spanking,3,GSS,props.r,0.220674461,1.2,1.44,1.728,0,0
2008,33,spanking,3,GSS,props.r,0.216206785,1.4,1.96,2.744,0,0
2010,33,spanking,3,GSS,props.r,0.220649154,1.6,2.56,4.096,0,0
2012,33,spanking,3,GSS,props.r,0.195515784,1.8,3.24,5.832,0,0
2014,33,spanking,3,GSS,props.r,0.20199653,2,4,8,0,0
