year,new,i.vars.label,i.vars.class,data.source,pid,pr_agree,year_1,year_2,year_3,ind,dem
2016,33,spanking,3,GSS,props.r,0.227676307,2.2,4.84,10.648,0,0
1973,34,gay.speak,3,GSS,props.d,0.681620839,-2.1,4.41,-9.261,0,1
1974,34,gay.speak,3,GSS,props.d,0.713669065,-2,4,-8,0,1
1976,34,gay.speak,3,GSS,props.d,0.657351154,-1.8,3.24,-5.832,0,1
1977,34,gay.speak,3,GSS,props.d,0.675099867,-1.7,2.89,-4.913,0,1
1980,34,gay.speak,3,GSS,props.d,0.705660377,-1.4,1.96,-2.744,0,1
1982,34,gay.speak,3,GSS,props.d,0.698781838,-1.2,1.44,-1.728,0,1
1984,34,gay.speak,3,GSS,props.d,0.732057416,-1,1,-1,0,1
1985,34,gay.speak,3,GSS,props.d,0.697305864,-0.9,0.81,-0.729,0,1
1987,34,gay.speak,3,GSS,props.d,0.72622108,-0.7,0.49,-0.343,0,1
1988,34,gay.speak,3,GSS,props.d,0.736596737,-0.6,0.36,-0.216,0,1
1989,34,gay.speak,3,GSS,props.d,0.798122066,-0.5,0.25,-0.125,0,1
1990,34,gay.speak,3,GSS,props.d,0.766404199,-0.4,0.16,-0.064,0,1
1991,34,gay.speak,3,GSS,props.d,0.788944724,-0.3,0.09,-0.027,0,1
1993,34,gay.speak,3,GSS,props.d,0.804772234,-0.1,0.01,-0.001,0,1
1994,34,gay.speak,3,GSS,props.d,0.830102623,0,0,0,0,1
1996,34,gay.speak,3,GSS,props.d,0.852222222,0.2,0.04,0.008,0,1
1998,34,gay.speak,3,GSS,props.d,0.852459016,0.4,0.16,0.064,0,1
2000,34,gay.speak,3,GSS,props.d,0.831818182,0.6,0.36,0.216,0,1
2002,34,gay.speak,3,GSS,props.d,0.861047836,0.8,0.64,0.512,0,1
2004,34,gay.speak,3,GSS,props.d,0.84199636,1,1,1,0,1
2006,34,gay.speak,3,GSS,props.d,0.859050077,1.2,1.44,1.728,0,1
2008,34,gay.speak,3,GSS,props.d,0.841416724,1.4,1.96,2.744,0,1
2010,34,gay.speak,3,GSS,props.d,0.873162057,1.6,2.56,4.096,0,1
2012,34,gay.speak,3,GSS,props.d,0.88680007,1.8,3.24,5.832,0,1
2014,34,gay.speak,3,GSS,props.d,0.887807381,2,4,8,0,1
2016,34,gay.speak,3,GSS,props.d,0.891579343,2.2,4.84,10.648,0,1
1973,34,gay.speak,3,GSS,props.i,0.673913043,-2.1,4.41,-9.261,1,0
1974,34,gay.speak,3,GSS,props.i,0.676470588,-2,4,-8,1,0
1976,34,gay.speak,3,GSS,props.i,0.693069307,-1.8,3.24,-5.832,1,0
1977,34,gay.speak,3,GSS,props.i,0.75,-1.7,2.89,-4.913,1,0
1980,34,gay.speak,3,GSS,props.i,0.777777778,-1.4,1.96,-2.744,1,0
1982,34,gay.speak,3,GSS,props.i,0.693333333,-1.2,1.44,-1.728,1,0
1984,34,gay.speak,3,GSS,props.i,0.710526316,-1,1,-1,1,0
1985,34,gay.speak,3,GSS,props.i,0.720779221,-0.9,0.81,-0.729,1,0
1987,34,gay.speak,3,GSS,props.i,0.769230769,-0.7,0.49,-0.343,1,0
1988,34,gay.speak,3,GSS,props.i,0.777777778,-0.6,0.36,-0.216,1,0
1989,34,gay.speak,3,GSS,props.i,0.75,-0.5,0.25,-0.125,1,0
1990,34,gay.speak,3,GSS,props.i,0.807692308,-0.4,0.16,-0.064,1,0
1991,34,gay.speak,3,GSS,props.i,0.869158879,-0.3,0.09,-0.027,1,0
1993,34,gay.speak,3,GSS,props.i,0.857142857,-0.1,0.01,-0.001,1,0
1994,34,gay.speak,3,GSS,props.i,0.844086022,0,0,0,1,0
1996,34,gay.speak,3,GSS,props.i,0.847058824,0.2,0.04,0.008,1,0
1998,34,gay.speak,3,GSS,props.i,0.835526316,0.4,0.16,0.064,1,0
2000,34,gay.speak,3,GSS,props.i,0.869822485,0.6,0.36,0.216,1,0
2002,34,gay.speak,3,GSS,props.i,0.904109589,0.8,0.64,0.512,1,0
2004,34,gay.speak,3,GSS,props.i,0.919170352,1,1,1,1,0
2006,34,gay.speak,3,GSS,props.i,0.858699794,1.2,1.44,1.728,1,0
2008,34,gay.speak,3,GSS,props.i,0.811134456,1.4,1.96,2.744,1,0
2010,34,gay.speak,3,GSS,props.i,0.843248544,1.6,2.56,4.096,1,0
2012,34,gay.speak,3,GSS,props.i,0.856337541,1.8,3.24,5.832,1,0
2014,34,gay.speak,3,GSS,props.i,0.941252375,2,4,8,1,0
2016,34,gay.speak,3,GSS,props.i,0.972134749,2.2,4.84,10.648,1,0
1973,34,gay.speak,3,GSS,props.r,0.578125,-2.1,4.41,-9.261,0,0
1974,34,gay.speak,3,GSS,props.r,0.603825137,-2,4,-8,0,0
1976,34,gay.speak,3,GSS,props.r,0.654605263,-1.8,3.24,-5.832,0,0
1977,34,gay.speak,3,GSS,props.r,0.611801242,-1.7,2.89,-4.913,0,0
1980,34,gay.speak,3,GSS,props.r,0.647239264,-1.4,1.96,-2.744,0,0
1982,34,gay.speak,3,GSS,props.r,0.658119658,-1.2,1.44,-1.728,0,0
1984,34,gay.speak,3,GSS,props.r,0.698412698,-1,1,-1,0,0
1985,34,gay.speak,3,GSS,props.r,0.700650759,-0.9,0.81,-0.729,0,0
1987,34,gay.speak,3,GSS,props.r,0.653206651,-0.7,0.49,-0.343,0,0
1988,34,gay.speak,3,GSS,props.r,0.704797048,-0.6,0.36,-0.216,0,0
1989,34,gay.speak,3,GSS,props.r,0.797014925,-0.5,0.25,-0.125,0,0
1990,34,gay.speak,3,GSS,props.r,0.771523179,-0.4,0.16,-0.064,0,0
1991,34,gay.speak,3,GSS,props.r,0.775641026,-0.3,0.09,-0.027,0,0
1993,34,gay.speak,3,GSS,props.r,0.793846154,-0.1,0.01,-0.001,0,0
1994,34,gay.speak,3,GSS,props.r,0.807829181,0,0,0,0,0
1996,34,gay.speak,3,GSS,props.r,0.783154122,0.2,0.04,0.008,0,0
1998,34,gay.speak,3,GSS,props.r,0.807920792,0.4,0.16,0.064,0,0
2000,34,gay.speak,3,GSS,props.r,0.830188679,0.6,0.36,0.216,0,0
2002,34,gay.speak,3,GSS,props.r,0.812977099,0.8,0.64,0.512,0,0
2004,34,gay.speak,3,GSS,props.r,0.839981987,1,1,1,0,0
2006,34,gay.speak,3,GSS,props.r,0.832347309,1.2,1.44,1.728,0,0
2008,34,gay.speak,3,GSS,props.r,0.816682598,1.4,1.96,2.744,0,0
2010,34,gay.speak,3,GSS,props.r,0.896050914,1.6,2.56,4.096,0,0
2012,34,gay.speak,3,GSS,props.r,0.82340142,1.8,3.24,5.832,0,0
2014,34,gay.speak,3,GSS,props.r,0.901129216,2,4,8,0,0
2016,34,gay.speak,3,GSS,props.r,0.882301249,2.2,4.84,10.648,0,0
1977,35,suicide,3,GSS,props.d,0.083979328,-1.7,2.89,-4.913,0,1
1978,35,suicide,3,GSS,props.d,0.071871128,-1.6,2.56,-4.096,0,1
1982,35,suicide,3,GSS,props.d,0.08607864,-1.2,1.44,-1.728,0,1
1983,35,suicide,3,GSS,props.d,0.067948718,-1.1,1.21,-1.331,0,1
1985,35,suicide,3,GSS,props.d,0.084615385,-0.9,0.81,-0.729,0,1
1986,35,suicide,3,GSS,props.d,0.06351551,-0.8,0.64,-0.512,0,1
1988,35,suicide,3,GSS,props.d,0.058315335,-0.6,0.36,-0.216,0,1
1989,35,suicide,3,GSS,props.d,0.082191781,-0.5,0.25,-0.125,0,1
1990,35,suicide,3,GSS,props.d,0.076923077,-0.4,0.16,-0.064,0,1
1991,35,suicide,3,GSS,props.d,0.065268065,-0.3,0.09,-0.027,0,1
1993,35,suicide,3,GSS,props.d,0.080260304,-0.1,0.01,-0.001,0,1
1994,35,suicide,3,GSS,props.d,0.09375,0,0,0,0,1
1996,35,suicide,3,GSS,props.d,0.102620087,0.2,0.04,0.008,0,1
1998,35,suicide,3,GSS,props.d,0.096398305,0.4,0.16,0.064,0,1
2000,35,suicide,3,GSS,props.d,0.093193717,0.6,0.36,0.216,0,1
2002,35,suicide,3,GSS,props.d,0.087356322,0.8,0.64,0.512,0,1
2004,35,suicide,3,GSS,props.d,0.110356752,1,1,1,0,1
2006,35,suicide,3,GSS,props.d,0.089741317,1.2,1.44,1.728,0,1
2008,35,suicide,3,GSS,props.d,0.098905111,1.4,1.96,2.744,0,1
2010,35,suicide,3,GSS,props.d,0.105607901,1.6,2.56,4.096,0,1
2012,35,suicide,3,GSS,props.d,0.117238878,1.8,3.24,5.832,0,1
2014,35,suicide,3,GSS,props.d,0.129009005,2,4,8,0,1
2016,35,suicide,3,GSS,props.d,0.11322816,2.2,4.84,10.648,0,1
1977,35,suicide,3,GSS,props.i,0.0859375,-1.7,2.89,-4.913,1,0
1978,35,suicide,3,GSS,props.i,0.066666667,-1.6,2.56,-4.096,1,0
1982,35,suicide,3,GSS,props.i,0.119205298,-1.2,1.44,-1.728,1,0
1983,35,suicide,3,GSS,props.i,0.134751773,-1.1,1.21,-1.331,1,0
1985,35,suicide,3,GSS,props.i,0.114649682,-0.9,0.81,-0.729,1,0
1986,35,suicide,3,GSS,props.i,0.06,-0.8,0.64,-0.512,1,0
1988,35,suicide,3,GSS,props.i,0.054945055,-0.6,0.36,-0.216,1,0
1989,35,suicide,3,GSS,props.i,0.078947368,-0.5,0.25,-0.125,1,0
1990,35,suicide,3,GSS,props.i,0.114942529,-0.4,0.16,-0.064,1,0
1991,35,suicide,3,GSS,props.i,0.056,-0.3,0.09,-0.027,1,0
1993,35,suicide,3,GSS,props.i,0.073394495,-0.1,0.01,-0.001,1,0
1994,35,suicide,3,GSS,props.i,0.113513514,0,0,0,1,0
1996,35,suicide,3,GSS,props.i,0.124260355,0.2,0.04,0.008,1,0
1998,35,suicide,3,GSS,props.i,0.052287582,0.4,0.16,0.064,1,0
2000,35,suicide,3,GSS,props.i,0.088757396,0.6,0.36,0.216,1,0
2002,35,suicide,3,GSS,props.i,0.085365854,0.8,0.64,0.512,1,0
2004,35,suicide,3,GSS,props.i,0.081416575,1,1,1,1,0
2006,35,suicide,3,GSS,props.i,0.136341682,1.2,1.44,1.728,1,0
2008,35,suicide,3,GSS,props.i,0.086753488,1.4,1.96,2.744,1,0
2010,35,suicide,3,GSS,props.i,0.090125903,1.6,2.56,4.096,1,0
2012,35,suicide,3,GSS,props.i,0.175098844,1.8,3.24,5.832,1,0
2014,35,suicide,3,GSS,props.i,0.117368506,2,4,8,1,0
2016,35,suicide,3,GSS,props.i,0.102160346,2.2,4.84,10.648,1,0
1977,35,suicide,3,GSS,props.r,0.07761194,-1.7,2.89,-4.913,0,0
1978,35,suicide,3,GSS,props.r,0.046448087,-1.6,2.56,-4.096,0,0
1982,35,suicide,3,GSS,props.r,0.080555556,-1.2,1.44,-1.728,0,0
1983,35,suicide,3,GSS,props.r,0.061124694,-1.1,1.21,-1.331,0,0
1985,35,suicide,3,GSS,props.r,0.063965885,-0.9,0.81,-0.729,0,0
1986,35,suicide,3,GSS,props.r,0.066838046,-0.8,0.64,-0.512,0,0
1988,35,suicide,3,GSS,props.r,0.062271062,-0.6,0.36,-0.216,0,0
1989,35,suicide,3,GSS,props.r,0.055555556,-0.5,0.25,-0.125,0,0
1990,35,suicide,3,GSS,props.r,0.060606061,-0.4,0.16,-0.064,0,0
1991,35,suicide,3,GSS,props.r,0.048859935,-0.3,0.09,-0.027,0,0
1993,35,suicide,3,GSS,props.r,0.06744868,-0.1,0.01,-0.001,0,0
1994,35,suicide,3,GSS,props.r,0.095986038,0,0,0,0,0
1996,35,suicide,3,GSS,props.r,0.089810017,0.2,0.04,0.008,0,0
1998,35,suicide,3,GSS,props.r,0.102362205,0.4,0.16,0.064,0,0
2000,35,suicide,3,GSS,props.r,0.072210066,0.6,0.36,0.216,0,0
2002,35,suicide,3,GSS,props.r,0.097165992,0.8,0.64,0.512,0,0
2004,35,suicide,3,GSS,props.r,0.102076487,1,1,1,0,0
2006,35,suicide,3,GSS,props.r,0.08091796,1.2,1.44,1.728,0,0
2008,35,suicide,3,GSS,props.r,0.06814757,1.4,1.96,2.744,0,0
2010,35,suicide,3,GSS,props.r,0.090383512,1.6,2.56,4.096,0,0
2012,35,suicide,3,GSS,props.r,0.102469968,1.8,3.24,5.832,0,0
2014,35,suicide,3,GSS,props.r,0.118653407,2,4,8,0,0
2016,35,suicide,3,GSS,props.r,0.087344422,2.2,4.84,10.648,0,0
1986,36,teen.sex,3,GSS,props.d,0.167664671,-0.8,0.64,-0.512,0,1
1988,36,teen.sex,3,GSS,props.d,0.149450549,-0.6,0.36,-0.216,0,1
1989,36,teen.sex,3,GSS,props.d,0.159722222,-0.5,0.25,-0.125,0,1
1990,36,teen.sex,3,GSS,props.d,0.153452685,-0.4,0.16,-0.064,0,1
1991,36,teen.sex,3,GSS,props.d,0.147268409,-0.3,0.09,-0.027,0,1
1993,36,teen.sex,3,GSS,props.d,0.149450549,-0.1,0.01,-0.001,0,1
1994,36,teen.sex,3,GSS,props.d,0.145251397,0,0,0,0,1
1996,36,teen.sex,3,GSS,props.d,0.156560088,0.2,0.04,0.008,0,1
1998,36,teen.sex,3,GSS,props.d,0.141039236,0.4,0.16,0.064,0,1
2000,36,teen.sex,3,GSS,props.d,0.149364407,0.6,0.36,0.216,0,1
2002,36,teen.sex,3,GSS,props.d,0.15258216,0.8,0.64,0.512,0,1
2004,36,teen.sex,3,GSS,props.d,0.148846478,1,1,1,0,1
2006,36,teen.sex,3,GSS,props.d,0.142203129,1.2,1.44,1.728,0,1
2008,36,teen.sex,3,GSS,props.d,0.14480569,1.4,1.96,2.744,0,1
2010,36,teen.sex,3,GSS,props.d,0.206989171,1.6,2.56,4.096,0,1
2012,36,teen.sex,3,GSS,props.d,0.202959956,1.8,3.24,5.832,0,1
2014,36,teen.sex,3,GSS,props.d,0.219683075,2,4,8,0,1
2016,36,teen.sex,3,GSS,props.d,0.262084194,2.2,4.84,10.648,0,1
1986,36,teen.sex,3,GSS,props.i,0.141891892,-0.8,0.64,-0.512,1,0
1988,36,teen.sex,3,GSS,props.i,0.175824176,-0.6,0.36,-0.216,1,0
1989,36,teen.sex,3,GSS,props.i,0.131578947,-0.5,0.25,-0.125,1,0
1990,36,teen.sex,3,GSS,props.i,0.215909091,-0.4,0.16,-0.064,1,0
1991,36,teen.sex,3,GSS,props.i,0.180327869,-0.3,0.09,-0.027,1,0
1993,36,teen.sex,3,GSS,props.i,0.136363636,-0.1,0.01,-0.001,1,0
1994,36,teen.sex,3,GSS,props.i,0.130434783,0,0,0,1,0
1996,36,teen.sex,3,GSS,props.i,0.131736527,0.2,0.04,0.008,1,0
1998,36,teen.sex,3,GSS,props.i,0.11409396,0.4,0.16,0.064,1,0
2000,36,teen.sex,3,GSS,props.i,0.117647059,0.6,0.36,0.216,1,0
2002,36,teen.sex,3,GSS,props.i,0.12195122,0.8,0.64,0.512,1,0
2004,36,teen.sex,3,GSS,props.i,0.155698234,1,1,1,1,0
2006,36,teen.sex,3,GSS,props.i,0.135963667,1.2,1.44,1.728,1,0
2008,36,teen.sex,3,GSS,props.i,0.076674007,1.4,1.96,2.744,1,0
2010,36,teen.sex,3,GSS,props.i,0.146734701,1.6,2.56,4.096,1,0
2012,36,teen.sex,3,GSS,props.i,0.212777487,1.8,3.24,5.832,1,0
2014,36,teen.sex,3,GSS,props.i,0.142370752,2,4,8,1,0
2016,36,teen.sex,3,GSS,props.i,0.210916373,2.2,4.84,10.648,1,0
1986,36,teen.sex,3,GSS,props.r,0.101036269,-0.8,0.64,-0.512,0,0
1988,36,teen.sex,3,GSS,props.r,0.130909091,-0.6,0.36,-0.216,0,0
1989,36,teen.sex,3,GSS,props.r,0.097058824,-0.5,0.25,-0.125,0,0
1990,36,teen.sex,3,GSS,props.r,0.105802048,-0.4,0.16,-0.064,0,0
1991,36,teen.sex,3,GSS,props.r,0.112211221,-0.3,0.09,-0.027,0,0
1993,36,teen.sex,3,GSS,props.r,0.098214286,-0.1,0.01,-0.001,0,0
1994,36,teen.sex,3,GSS,props.r,0.103508772,0,0,0,0,0
1996,36,teen.sex,3,GSS,props.r,0.10745234,0.2,0.04,0.008,0,0
1998,36,teen.sex,3,GSS,props.r,0.080482897,0.4,0.16,0.064,0,0
2000,36,teen.sex,3,GSS,props.r,0.072687225,0.6,0.36,0.216,0,0
2002,36,teen.sex,3,GSS,props.r,0.08097166,0.8,0.64,0.512,0,0
2004,36,teen.sex,3,GSS,props.r,0.097000773,1,1,1,0,0
2006,36,teen.sex,3,GSS,props.r,0.084365435,1.2,1.44,1.728,0,0
2008,36,teen.sex,3,GSS,props.r,0.07996788,1.4,1.96,2.744,0,0
2010,36,teen.sex,3,GSS,props.r,0.11903282,1.6,2.56,4.096,0,0
2012,36,teen.sex,3,GSS,props.r,0.100189837,1.8,3.24,5.832,0,0
2014,36,teen.sex,3,GSS,props.r,0.099425531,2,4,8,0,0
2016,36,teen.sex,3,GSS,props.r,0.15384241,2.2,4.84,10.648,0,0
1973,37,extramarital.sex,3,GSS,props.d,0.18258427,-2.1,4.41,-9.261,0,1
1974,37,extramarital.sex,3,GSS,props.d,0.164325843,-2,4,-8,0,1
1976,37,extramarital.sex,3,GSS,props.d,0.169064748,-1.8,3.24,-5.832,0,1
1977,37,extramarital.sex,3,GSS,props.d,0.150130548,-1.7,2.89,-4.913,0,1
1980,37,extramarital.sex,3,GSS,props.d,0.159547739,-1.4,1.96,-2.744,0,1
1982,37,extramarital.sex,3,GSS,props.d,0.165591398,-1.2,1.44,-1.728,0,1
1984,37,extramarital.sex,3,GSS,props.d,0.128526646,-1,1,-1,0,1
1985,37,extramarital.sex,3,GSS,props.d,0.14374034,-0.9,0.81,-0.729,0,1
1987,37,extramarital.sex,3,GSS,props.d,0.132484076,-0.7,0.49,-0.343,0,1
1988,37,extramarital.sex,3,GSS,props.d,0.098214286,-0.6,0.36,-0.216,0,1
1989,37,extramarital.sex,3,GSS,props.d,0.121212121,-0.5,0.25,-0.125,0,1
1990,37,extramarital.sex,3,GSS,props.d,0.111688312,-0.4,0.16,-0.064,0,1
1991,37,extramarital.sex,3,GSS,props.d,0.107142857,-0.3,0.09,-0.027,0,1
1993,37,extramarital.sex,3,GSS,props.d,0.091684435,-0.1,0.01,-0.001,0,1
1994,37,extramarital.sex,3,GSS,props.d,0.104494382,0,0,0,0,1
1996,37,extramarital.sex,3,GSS,props.d,0.083333333,0.2,0.04,0.008,0,1
1998,37,extramarital.sex,3,GSS,props.d,0.100215517,0.4,0.16,0.064,0,1
2000,37,extramarital.sex,3,GSS,props.d,0.112723214,0.6,0.36,0.216,0,1
2002,37,extramarital.sex,3,GSS,props.d,0.064220183,0.8,0.64,0.512,0,1
2004,37,extramarital.sex,3,GSS,props.d,0.088277571,1,1,1,0,1
2006,37,extramarital.sex,3,GSS,props.d,0.079535547,1.2,1.44,1.728,0,1
2008,37,extramarital.sex,3,GSS,props.d,0.082178099,1.4,1.96,2.744,0,1
2010,37,extramarital.sex,3,GSS,props.d,0.093968564,1.6,2.56,4.096,0,1
2012,37,extramarital.sex,3,GSS,props.d,0.070115681,1.8,3.24,5.832,0,1
2014,37,extramarital.sex,3,GSS,props.d,0.104699731,2,4,8,0,1
2016,37,extramarital.sex,3,GSS,props.d,0.13751599,2.2,4.84,10.648,0,1
1973,37,extramarital.sex,3,GSS,props.i,0.164285714,-2.1,4.41,-9.261,1,0
1974,37,extramarital.sex,3,GSS,props.i,0.125,-2,4,-8,1,0
1976,37,extramarital.sex,3,GSS,props.i,0.194174757,-1.8,3.24,-5.832,1,0
1977,37,extramarital.sex,3,GSS,props.i,0.153846154,-1.7,2.89,-4.913,1,0
1980,37,extramarital.sex,3,GSS,props.i,0.15,-1.4,1.96,-2.744,1,0
1982,37,extramarital.sex,3,GSS,props.i,0.105960265,-1.2,1.44,-1.728,1,0
1984,37,extramarital.sex,3,GSS,props.i,0.109677419,-1,1,-1,1,0
1985,37,extramarital.sex,3,GSS,props.i,0.148387097,-0.9,0.81,-0.729,1,0
1987,37,extramarital.sex,3,GSS,props.i,0.102040816,-0.7,0.49,-0.343,1,0
1988,37,extramarital.sex,3,GSS,props.i,0.044444444,-0.6,0.36,-0.216,1,0
1989,37,extramarital.sex,3,GSS,props.i,0.064935065,-0.5,0.25,-0.125,1,0
1990,37,extramarital.sex,3,GSS,props.i,0.102803738,-0.4,0.16,-0.064,1,0
1991,37,extramarital.sex,3,GSS,props.i,0.073394495,-0.3,0.09,-0.027,1,0
1993,37,extramarital.sex,3,GSS,props.i,0.049019608,-0.1,0.01,-0.001,1,0
1994,37,extramarital.sex,3,GSS,props.i,0.052631579,0,0,0,1,0
1996,37,extramarital.sex,3,GSS,props.i,0.081395349,0.2,0.04,0.008,1,0
1998,37,extramarital.sex,3,GSS,props.i,0.085526316,0.4,0.16,0.064,1,0
2000,37,extramarital.sex,3,GSS,props.i,0.082840237,0.6,0.36,0.216,1,0
2002,37,extramarital.sex,3,GSS,props.i,0.01369863,0.8,0.64,0.512,1,0
2004,37,extramarital.sex,3,GSS,props.i,0.042854964,1,1,1,1,0
2006,37,extramarital.sex,3,GSS,props.i,0.041384041,1.2,1.44,1.728,1,0
2008,37,extramarital.sex,3,GSS,props.i,0.068537351,1.4,1.96,2.744,1,0
2010,37,extramarital.sex,3,GSS,props.i,0.072523052,1.6,2.56,4.096,1,0
2012,37,extramarital.sex,3,GSS,props.i,0.065765156,1.8,3.24,5.832,1,0
2014,37,extramarital.sex,3,GSS,props.i,0.067904099,2,4,8,1,0
2016,37,extramarital.sex,3,GSS,props.i,0.097033031,2.2,4.84,10.648,1,0
1973,37,extramarital.sex,3,GSS,props.r,0.102756892,-2.1,4.41,-9.261,0,0
1974,37,extramarital.sex,3,GSS,props.r,0.104438642,-2,4,-8,0,0
1976,37,extramarital.sex,3,GSS,props.r,0.131832797,-1.8,3.24,-5.832,0,0
1977,37,extramarital.sex,3,GSS,props.r,0.099099099,-1.7,2.89,-4.913,0,0
1980,37,extramarital.sex,3,GSS,props.r,0.085545723,-1.4,1.96,-2.744,0,0
1982,37,extramarital.sex,3,GSS,props.r,0.092696629,-1.2,1.44,-1.728,0,0
1984,37,extramarital.sex,3,GSS,props.r,0.089514066,-1,1,-1,0,0
1985,37,extramarital.sex,3,GSS,props.r,0.077253219,-0.9,0.81,-0.729,0,0
1987,37,extramarital.sex,3,GSS,props.r,0.102564103,-0.7,0.49,-0.343,0,0
1988,37,extramarital.sex,3,GSS,props.r,0.047445255,-0.6,0.36,-0.216,0,0
1989,37,extramarital.sex,3,GSS,props.r,0.07204611,-0.5,0.25,-0.125,0,0
1990,37,extramarital.sex,3,GSS,props.r,0.044871795,-0.4,0.16,-0.064,0,0
1991,37,extramarital.sex,3,GSS,props.r,0.085987261,-0.3,0.09,-0.027,0,0
1993,37,extramarital.sex,3,GSS,props.r,0.073846154,-0.1,0.01,-0.001,0,0
1994,37,extramarital.sex,3,GSS,props.r,0.075174825,0,0,0,0,0
1996,37,extramarital.sex,3,GSS,props.r,0.037701975,0.2,0.04,0.008,0,0
1998,37,extramarital.sex,3,GSS,props.r,0.029239766,0.4,0.16,0.064,0,0
2000,37,extramarital.sex,3,GSS,props.r,0.072916667,0.6,0.36,0.216,0,0
2002,37,extramarital.sex,3,GSS,props.r,0.060836502,0.8,0.64,0.512,0,0
2004,37,extramarital.sex,3,GSS,props.r,0.038435553,1,1,1,0,0
2006,37,extramarital.sex,3,GSS,props.r,0.040966656,1.2,1.44,1.728,0,0
2008,37,extramarital.sex,3,GSS,props.r,0.030371365,1.4,1.96,2.744,0,0
2010,37,extramarital.sex,3,GSS,props.r,0.061583255,1.6,2.56,4.096,0,0
2012,37,extramarital.sex,3,GSS,props.r,0.042507516,1.8,3.24,5.832,0,0
2014,37,extramarital.sex,3,GSS,props.r,0.041695523,2,4,8,0,0
2016,37,extramarital.sex,3,GSS,props.r,0.066357725,2.2,4.84,10.648,0,0
